,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,IWW,IWL,SBW,SBL,B&WW,B&WL,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
705,19,Indian Wells Masters,Pacific Life Open,20030313,Masters,Outdoor,Hard,3rd Round,3,Vahaly B.,Robredo T.,82.0,27.0,6.0,2.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2.25,1.571,,,2.0,1.55,2.2,1.615,2.28,1.43,2003-404,Indian Wells Masters,Hard,64.0,M,20030310.0,51.0,103408.0,,Q,Brian Vahaly,R,183.0,USA,23.6,103990.0,,,Tommy Robredo,R,180.0,ESP,20.8,6-2 7-5,3.0,R16,92.0,0.0,6.0,61.0,47.0,29.0,6.0,10.0,4.0,7.0,2.0,4.0,67.0,39.0,19.0,11.0,10.0,4.0,10.0,82.0,513.0,27.0,1130.0
706,19,Indian Wells Masters,Pacific Life Open,20030314,Masters,Outdoor,Hard,3rd Round,3,Blake J.,Moya C.,25.0,5.0,5.0,7.0,6.0,3.0,6.0,2.0,,,,,2.0,1.0,Completed,2.25,1.571,,,1.9,1.6,2.2,1.615,2.17,1.48,2003-404,Indian Wells Masters,Hard,64.0,M,20030310.0,53.0,103484.0,,,James Blake,R,185.0,USA,23.1,102845.0,5.0,,Carlos Moya,R,190.0,ESP,26.5,5-7 6-3 6-2,3.0,R16,114.0,5.0,4.0,91.0,55.0,35.0,22.0,15.0,4.0,8.0,6.0,4.0,93.0,46.0,28.0,21.0,14.0,7.0,13.0,25.0,1165.0,5.0,2555.0
707,19,Indian Wells Masters,Pacific Life Open,20030314,Masters,Outdoor,Hard,3rd Round,3,Kuerten G.,Calleri A.,24.0,41.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.444,2.625,,,1.4,2.3,1.444,2.625,1.37,2.45,2003-404,Indian Wells Masters,Hard,64.0,M,20030310.0,54.0,102856.0,,,Gustavo Kuerten,R,190.0,BRA,26.4,102860.0,,,Agustin Calleri,R,183.0,ARG,26.4,6-4 7-6(5),3.0,R16,102.0,6.0,1.0,70.0,28.0,24.0,23.0,11.0,0.0,1.0,6.0,2.0,73.0,29.0,24.0,24.0,11.0,4.0,6.0,24.0,1230.0,41.0,865.0
708,19,Indian Wells Masters,Pacific Life Open,20030314,Masters,Outdoor,Hard,3rd Round,3,Roddick A.,Grosjean S.,6.0,11.0,7.0,6.0,2.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.727,2.0,,,1.75,1.75,1.667,2.1,1.58,1.97,2003-404,Indian Wells Masters,Hard,64.0,M,20030310.0,55.0,104053.0,6.0,,Andy Roddick,R,188.0,USA,20.5,103206.0,11.0,,Sebastien Grosjean,R,175.0,FRA,24.7,7-6(5) 2-6 7-6(1),3.0,R16,141.0,10.0,4.0,109.0,68.0,52.0,21.0,16.0,5.0,7.0,8.0,1.0,104.0,61.0,48.0,25.0,16.0,2.0,2.0,6.0,2275.0,11.0,1830.0
709,19,Indian Wells Masters,Pacific Life Open,20030314,Masters,Outdoor,Hard,3rd Round,3,Spadea V.,Rochus O.,56.0,66.0,6.0,4.0,4.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.667,2.1,,,1.55,2.0,1.667,2.1,1.5,2.2,2003-404,Indian Wells Masters,Hard,64.0,M,20030310.0,52.0,102434.0,,Q,Vincent Spadea,R,183.0,USA,28.6,103694.0,,LL,Olivier Rochus,R,168.0,BEL,22.1,6-4 4-6 6-2,3.0,R16,117.0,9.0,9.0,83.0,43.0,33.0,17.0,14.0,3.0,6.0,1.0,2.0,88.0,46.0,31.0,20.0,14.0,0.0,5.0,56.0,690.0,66.0,615.0
710,19,Indian Wells Masters,Pacific Life Open,20030314,Masters,Outdoor,Hard,Quarterfinals,3,Hewitt L.,Ginepri R.,1.0,80.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.143,5.0,,,1.15,3.8,1.125,5.5,1.07,5.4,2003-404,Indian Wells Masters,Hard,64.0,M,20030310.0,57.0,103720.0,1.0,,Lleyton Hewitt,R,180.0,AUS,22.0,104068.0,,Q,Robby Ginepri,R,183.0,USA,20.4,6-4 6-2,3.0,QF,75.0,5.0,3.0,56.0,31.0,25.0,15.0,9.0,4.0,4.0,3.0,1.0,55.0,34.0,22.0,11.0,9.0,3.0,6.0,1.0,4630.0,80.0,520.0
711,19,Indian Wells Masters,Pacific Life Open,20030314,Masters,Outdoor,Hard,Quarterfinals,3,Spadea V.,Vahaly B.,56.0,82.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.833,1.833,,,1.65,1.85,1.833,1.833,1.66,1.88,2003-404,Indian Wells Masters,Hard,64.0,M,20030310.0,58.0,102434.0,,Q,Vincent Spadea,R,183.0,USA,28.6,103408.0,,Q,Brian Vahaly,R,183.0,USA,23.6,6-3 6-2,3.0,QF,71.0,8.0,2.0,58.0,34.0,26.0,15.0,9.0,1.0,1.0,3.0,0.0,48.0,29.0,19.0,8.0,8.0,4.0,7.0,56.0,690.0,82.0,513.0
712,19,Indian Wells Masters,Pacific Life Open,20030315,Masters,Outdoor,Hard,Quarterfinals,3,Kuerten G.,Blake J.,24.0,25.0,4.0,6.0,6.0,4.0,6.0,0.0,,,,,2.0,1.0,Completed,1.727,2.0,,,1.85,1.65,1.727,2.0,1.75,1.75,2003-404,Indian Wells Masters,Hard,64.0,M,20030310.0,59.0,102856.0,,,Gustavo Kuerten,R,190.0,BRA,26.4,103484.0,,,James Blake,R,185.0,USA,23.1,4-6 6-4 6-0,3.0,QF,94.0,7.0,1.0,80.0,51.0,39.0,13.0,13.0,2.0,4.0,3.0,1.0,72.0,45.0,28.0,13.0,13.0,3.0,8.0,24.0,1230.0,25.0,1165.0
713,19,Indian Wells Masters,Pacific Life Open,20030315,Masters,Outdoor,Hard,Quarterfinals,3,Schuettler R.,Roddick A.,15.0,6.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.375,1.533,,,1.85,1.65,2.25,1.571,2.45,1.37,2003-404,Indian Wells Masters,Hard,64.0,M,20030310.0,60.0,102783.0,15.0,,Rainer Schuettler,R,180.0,GER,26.8,104053.0,6.0,,Andy Roddick,R,188.0,USA,20.5,6-3 6-2,3.0,QF,60.0,1.0,1.0,50.0,35.0,28.0,9.0,9.0,3.0,3.0,4.0,4.0,48.0,28.0,21.0,7.0,8.0,1.0,4.0,15.0,1570.0,6.0,2275.0
714,19,Indian Wells Masters,Pacific Life Open,20030315,Masters,Outdoor,Hard,Semifinals,3,Hewitt L.,Spadea V.,1.0,56.0,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.083,7.0,,,1.15,3.8,1.1,6.0,1.08,5.0,2003-404,Indian Wells Masters,Hard,64.0,M,20030310.0,61.0,103720.0,1.0,,Lleyton Hewitt,R,180.0,AUS,22.0,102434.0,,Q,Vincent Spadea,R,183.0,USA,28.6,7-6(5) 6-1,3.0,SF,97.0,6.0,2.0,61.0,35.0,30.0,13.0,10.0,0.0,1.0,1.0,5.0,68.0,35.0,22.0,16.0,9.0,4.0,7.0,1.0,4630.0,56.0,690.0
715,19,Indian Wells Masters,Pacific Life Open,20030316,Masters,Outdoor,Hard,Semifinals,3,Kuerten G.,Schuettler R.,24.0,15.0,6.0,2.0,3.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.615,2.2,,,1.65,1.85,1.57,2.25,1.45,2.25,2003-404,Indian Wells Masters,Hard,64.0,M,20030310.0,62.0,102856.0,,,Gustavo Kuerten,R,190.0,BRA,26.4,102783.0,15.0,,Rainer Schuettler,R,180.0,GER,26.8,6-2 3-6 6-2,3.0,SF,190.0,8.0,0.0,79.0,51.0,39.0,13.0,12.0,3.0,5.0,1.0,3.0,81.0,55.0,33.0,10.0,13.0,4.0,9.0,24.0,1230.0,15.0,1570.0
716,19,Indian Wells Masters,Pacific Life Open,20030316,Masters,Outdoor,Hard,The Final,3,Hewitt L.,Kuerten G.,1.0,24.0,6.0,1.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.36,3.0,,,1.3,2.7,1.364,3.0,1.36,2.5,2003-404,Indian Wells Masters,Hard,64.0,M,20030310.0,63.0,103720.0,1.0,,Lleyton Hewitt,R,180.0,AUS,22.0,102856.0,,,Gustavo Kuerten,R,190.0,BRA,26.4,6-1 6-1,3.0,F,61.0,3.0,0.0,40.0,22.0,19.0,11.0,7.0,2.0,2.0,2.0,1.0,50.0,27.0,15.0,8.0,7.0,8.0,13.0,1.0,4630.0,24.0,1230.0
717,20,Miami Masters,NASDAQ-100 Open,20030319,Masters,Outdoor,Hard,1st Round,3,Acasuso J.,Ferrer D.,46.0,51.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.833,1.833,2.0,1.75,1.65,1.85,2.0,1.727,1.7,1.8,2003-403,Miami Masters,Hard,96.0,M,20030317.0,12.0,104076.0,,,Jose Acasuso,R,190.0,ARG,20.4,103970.0,,,David Ferrer,R,175.0,ESP,20.9,6-3 6-4,3.0,R128,82.0,0.0,1.0,61.0,29.0,19.0,18.0,10.0,2.0,4.0,1.0,3.0,72.0,50.0,28.0,9.0,9.0,3.0,7.0,46.0,788.0,51.0,726.0
718,20,Miami Masters,NASDAQ-100 Open,20030319,Masters,Outdoor,Hard,1st Round,3,Escude N.,Hrbaty D.,67.0,55.0,7.0,6.0,4.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,,,1.7,2.1,1.75,1.75,1.667,2.1,1.48,2.17,2003-403,Miami Masters,Hard,96.0,M,20030317.0,6.0,102765.0,,,Nicolas Escude,R,185.0,FRA,26.9,103103.0,,,Dominik Hrbaty,R,183.0,SVK,25.1,7-6(2) 4-6 6-4,3.0,R128,150.0,5.0,3.0,105.0,57.0,37.0,28.0,16.0,10.0,15.0,2.0,3.0,120.0,78.0,48.0,19.0,16.0,12.0,17.0,67.0,615.0,55.0,697.0
719,20,Miami Masters,NASDAQ-100 Open,20030319,Masters,Outdoor,Hard,1st Round,3,Gambill J.M.,Koubek S.,40.0,58.0,2.0,6.0,6.0,3.0,6.0,2.0,,,,,2.0,1.0,Completed,1.444,2.625,1.57,2.35,1.4,2.3,1.444,2.625,1.35,2.6,2003-403,Miami Masters,Hard,96.0,M,20030317.0,13.0,102998.0,,,Jan Michael Gambill,R,190.0,USA,25.7,102905.0,,,Stefan Koubek,L,175.0,AUT,26.2,2-6 6-3 6-2,3.0,R128,100.0,13.0,2.0,93.0,52.0,41.0,18.0,13.0,10.0,12.0,2.0,1.0,63.0,37.0,28.0,13.0,12.0,0.0,3.0,40.0,900.0,58.0,670.0
720,20,Miami Masters,NASDAQ-100 Open,20030319,Masters,Outdoor,Hard,1st Round,3,Ginepri R.,Arthurs W.,61.0,47.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.615,2.2,1.6,2.25,1.7,1.8,1.615,2.2,1.6,1.95,2003-403,Miami Masters,Hard,96.0,M,20030317.0,4.0,104068.0,,WC,Robby Ginepri,R,183.0,USA,20.4,101885.0,,,Wayne Arthurs,L,190.0,AUS,31.9,7-5 6-3,3.0,R128,65.0,4.0,2.0,57.0,32.0,25.0,18.0,11.0,1.0,2.0,9.0,5.0,61.0,28.0,20.0,15.0,10.0,3.0,6.0,61.0,652.0,47.0,770.0
721,20,Miami Masters,NASDAQ-100 Open,20030319,Masters,Outdoor,Hard,1st Round,3,Martin T.,Zabaleta M.,114.0,36.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.833,1.833,2.0,1.75,1.65,1.85,1.833,1.833,1.88,1.66,2003-403,Miami Masters,Hard,96.0,M,20030317.0,15.0,101774.0,,,Todd Martin,R,198.0,USA,32.6,103151.0,,,Mariano Zabaleta,R,183.0,ARG,25.0,6-4 6-4,3.0,R128,87.0,3.0,3.0,51.0,33.0,26.0,9.0,10.0,0.0,2.0,3.0,3.0,64.0,38.0,24.0,10.0,10.0,5.0,9.0,114.0,340.0,36.0,948.0
722,20,Miami Masters,NASDAQ-100 Open,20030319,Masters,Outdoor,Hard,1st Round,3,Meligeni F.,Kratochvil M.,99.0,78.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.625,1.444,2.65,1.45,2.1,1.5,2.625,1.444,2.5,1.36,2003-403,Miami Masters,Hard,96.0,M,20030317.0,3.0,101897.0,,,Fernando Meligeni,L,180.0,BRA,31.9,103356.0,,,Michel Kratochvil,R,185.0,SUI,23.9,6-1 6-4,3.0,R128,76.0,4.0,4.0,61.0,32.0,22.0,19.0,9.0,3.0,4.0,1.0,4.0,49.0,34.0,20.0,6.0,8.0,5.0,9.0,99.0,385.0,78.0,530.0
723,20,Miami Masters,NASDAQ-100 Open,20030319,Masters,Outdoor,Hard,1st Round,3,Stepanek R.,Bogomolov Jr. A.,50.0,141.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.364,3.0,1.35,3.1,1.4,2.3,1.4,2.75,1.33,2.7,2003-403,Miami Masters,Hard,96.0,M,20030317.0,14.0,103285.0,,,Radek Stepanek,R,185.0,CZE,24.3,104166.0,,WC,Alex Bogomolov Jr,R,178.0,RUS,19.8,6-2 6-3,3.0,R128,61.0,4.0,1.0,42.0,29.0,23.0,7.0,8.0,0.0,1.0,1.0,2.0,59.0,39.0,20.0,10.0,9.0,6.0,11.0,50.0,737.0,141.0,267.0
724,20,Miami Masters,NASDAQ-100 Open,20030320,Masters,Outdoor,Hard,1st Round,3,Bjorkman J.,Sa A.,71.0,80.0,3.0,6.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,1.4,2.75,1.45,2.65,1.35,2.5,1.5,2.5,1.3,2.85,2003-403,Miami Masters,Hard,96.0,M,20030317.0,11.0,102035.0,,Q,Jonas Bjorkman,R,183.0,SWE,30.9,102987.0,,,Andre Sa,R,185.0,BRA,25.8,3-6 6-4 6-4,3.0,R128,134.0,3.0,3.0,100.0,52.0,35.0,25.0,15.0,11.0,15.0,0.0,3.0,76.0,41.0,30.0,17.0,14.0,1.0,5.0,71.0,595.0,80.0,526.0
725,20,Miami Masters,NASDAQ-100 Open,20030320,Masters,Outdoor,Hard,1st Round,3,Clavet F.,Voltchkov V.,178.0,63.0,6.0,0.0,3.0,0.0,,,,,,,1.0,0.0,Retired,2.75,1.4,,,2.2,1.45,2.375,1.533,2.5,1.37,2003-403,Miami Masters,Hard,96.0,M,20030317.0,1.0,101532.0,,Q,Francisco Clavet,L,183.0,ESP,34.3,103166.0,,,Vladimir Voltchkov,R,180.0,BLR,24.9,6-0 3-0 RET,3.0,R128,45.0,3.0,3.0,28.0,20.0,15.0,5.0,5.0,0.0,0.0,1.0,0.0,43.0,29.0,11.0,6.0,4.0,6.0,10.0,178.0,202.0,63.0,645.0
726,20,Miami Masters,NASDAQ-100 Open,20030320,Masters,Outdoor,Hard,1st Round,3,Clement A.,Luczak P.,42.0,140.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.444,2.625,1.45,2.65,1.4,2.3,1.444,2.625,1.35,2.6,2003-403,Miami Masters,Hard,96.0,M,20030317.0,31.0,103096.0,,,Arnaud Clement,R,173.0,FRA,25.2,103429.0,,Q,Peter Luczak,R,183.0,AUS,23.5,6-4 6-4,3.0,R128,91.0,9.0,2.0,59.0,34.0,31.0,9.0,10.0,3.0,4.0,4.0,2.0,68.0,36.0,28.0,13.0,10.0,5.0,8.0,42.0,880.0,140.0,267.0
727,20,Miami Masters,NASDAQ-100 Open,20030320,Masters,Outdoor,Hard,1st Round,3,Dent T.,Krajicek R.,41.0,76.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.667,2.1,1.75,2.0,1.6,1.9,1.667,2.1,1.55,2.05,2003-403,Miami Masters,Hard,96.0,M,20030317.0,10.0,103758.0,,,Taylor Dent,R,188.0,USA,21.8,101990.0,,,Richard Krajicek,R,196.0,NED,31.2,6-4 6-3,3.0,R128,69.0,8.0,9.0,65.0,39.0,35.0,11.0,10.0,4.0,4.0,7.0,3.0,52.0,24.0,20.0,14.0,9.0,3.0,5.0,41.0,887.0,76.0,535.0
728,20,Miami Masters,NASDAQ-100 Open,20030320,Masters,Outdoor,Hard,1st Round,3,Dupuis A.,Sluiter R.,81.0,54.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,,,2.2,1.65,2.0,1.55,2.1,1.667,2.2,1.46,2003-403,Miami Masters,Hard,96.0,M,20030317.0,18.0,102179.0,,,Antony Dupuis,R,185.0,FRA,30.0,103171.0,,,Raemon Sluiter,R,185.0,NED,24.9,6-3 6-4,3.0,R128,78.0,12.0,6.0,62.0,29.0,22.0,20.0,10.0,5.0,6.0,8.0,1.0,53.0,28.0,18.0,14.0,9.0,3.0,6.0,81.0,495.0,54.0,698.0
729,20,Miami Masters,NASDAQ-100 Open,20030320,Masters,Outdoor,Hard,1st Round,3,Fish M.,Voinea A.,53.0,77.0,0.0,6.0,6.0,4.0,6.0,2.0,,,,,2.0,1.0,Completed,1.364,3.0,1.35,3.1,1.25,3.0,1.286,3.25,1.19,3.47,2003-403,Miami Masters,Hard,96.0,M,20030317.0,5.0,103888.0,,,Mardy Fish,R,188.0,USA,21.2,102437.0,,,Adrian Voinea,R,185.0,ROU,28.6,0-6 6-4 6-2,3.0,R128,89.0,8.0,8.0,74.0,38.0,28.0,14.0,12.0,5.0,9.0,3.0,3.0,70.0,33.0,23.0,19.0,12.0,4.0,8.0,53.0,701.0,77.0,534.0
730,20,Miami Masters,NASDAQ-100 Open,20030320,Masters,Outdoor,Hard,1st Round,3,Horna L.,Davydenko N.,82.0,60.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,,,2.1,1.7,1.75,1.75,2.25,1.571,1.75,1.75,2003-403,Miami Masters,Hard,96.0,M,20030317.0,24.0,103632.0,,Q,Luis Horna,R,180.0,PER,22.5,103786.0,,,Nikolay Davydenko,R,178.0,RUS,21.7,6-3 6-4,3.0,R128,79.0,2.0,0.0,59.0,50.0,35.0,6.0,10.0,2.0,3.0,0.0,1.0,64.0,45.0,28.0,8.0,9.0,4.0,7.0,82.0,492.0,60.0,663.0
731,20,Miami Masters,NASDAQ-100 Open,20030320,Masters,Outdoor,Hard,1st Round,3,Lee H.T.,Mathieu P.H.,59.0,37.0,6.0,1.0,1.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,,,1.5,2.5,1.35,2.5,1.571,2.25,1.37,2.45,2003-403,Miami Masters,Hard,96.0,M,20030317.0,2.0,102703.0,,,Hyung Taik Lee,R,180.0,KOR,27.2,103908.0,,,Paul Henri Mathieu,R,185.0,FRA,21.1,6-1 1-6 6-1,3.0,R128,72.0,4.0,2.0,63.0,39.0,25.0,15.0,11.0,5.0,8.0,1.0,6.0,54.0,35.0,17.0,7.0,10.0,3.0,8.0,59.0,667.0,37.0,927.0
732,20,Miami Masters,NASDAQ-100 Open,20030320,Masters,Outdoor,Hard,1st Round,3,Lisnard J.R.,Gasquet R.,89.0,112.0,3.0,6.0,6.0,1.0,2.0,1.0,,,,,1.0,1.0,Retired,2.0,1.727,2.15,1.67,1.75,1.75,2.0,1.727,1.75,1.75,2003-403,Miami Masters,Hard,96.0,M,20030317.0,21.0,103444.0,,Q,Jean Rene Lisnard,R,173.0,MON,23.4,104755.0,,WC,Richard Gasquet,R,185.0,FRA,16.7,3-6 6-1 2-1 RET,3.0,R128,74.0,4.0,0.0,51.0,38.0,28.0,8.0,9.0,5.0,6.0,2.0,3.0,72.0,44.0,29.0,10.0,10.0,9.0,12.0,89.0,449.0,112.0,347.0
733,20,Miami Masters,NASDAQ-100 Open,20030320,Masters,Outdoor,Hard,1st Round,3,Mantilla F.,Burgsmuller L.,44.0,100.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,,,1.25,3.75,1.25,3.0,1.333,3.0,1.27,3.0,2003-403,Miami Masters,Hard,96.0,M,20030317.0,26.0,102456.0,,,Felix Mantilla,R,180.0,ESP,28.4,102694.0,,,Lars Burgsmuller,R,183.0,GER,27.2,6-3 6-1,3.0,R128,74.0,3.0,1.0,53.0,26.0,17.0,19.0,8.0,2.0,2.0,8.0,5.0,54.0,29.0,20.0,8.0,8.0,6.0,10.0,44.0,810.0,100.0,384.0
734,20,Miami Masters,NASDAQ-100 Open,20030320,Masters,Outdoor,Hard,1st Round,3,Massu N.,Carlsen K.,102.0,66.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.833,1.833,1.75,2.0,1.75,1.75,1.727,2.0,1.75,1.75,2003-403,Miami Masters,Hard,96.0,M,20030317.0,19.0,103454.0,,,Nicolas Massu,R,183.0,CHI,23.4,102202.0,,,Kenneth Carlsen,L,190.0,DEN,29.9,6-4 6-3,3.0,R128,96.0,2.0,3.0,44.0,31.0,28.0,6.0,9.0,1.0,2.0,5.0,4.0,66.0,33.0,22.0,14.0,10.0,5.0,9.0,102.0,376.0,66.0,619.0
735,20,Miami Masters,NASDAQ-100 Open,20030320,Masters,Outdoor,Hard,1st Round,3,Rochus O.,Vacek J.,56.0,116.0,3.0,6.0,7.0,5.0,6.0,1.0,,,,,2.0,1.0,Completed,1.364,3.0,1.33,3.2,1.3,2.7,1.4,2.75,1.28,2.9,2003-403,Miami Masters,Hard,96.0,M,20030317.0,20.0,103694.0,,,Olivier Rochus,R,168.0,BEL,22.1,102788.0,,Q,Jan Vacek,R,198.0,CZE,26.8,3-6 7-5 6-1,3.0,R128,122.0,2.0,4.0,84.0,44.0,32.0,19.0,14.0,2.0,6.0,4.0,8.0,107.0,61.0,40.0,15.0,14.0,9.0,15.0,56.0,678.0,116.0,332.0
736,20,Miami Masters,NASDAQ-100 Open,20030320,Masters,Outdoor,Hard,1st Round,3,Sanguinetti D.,Montanes A.,86.0,85.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.5,2.5,1.5,2.5,1.4,2.3,1.5,2.5,1.35,2.6,2003-403,Miami Masters,Hard,96.0,M,20030317.0,17.0,102106.0,,,Davide Sanguinetti,R,188.0,ITA,30.5,103656.0,,,Albert Montanes,R,175.0,ESP,22.3,6-4 6-1,3.0,R128,70.0,6.0,4.0,45.0,22.0,18.0,11.0,8.0,2.0,4.0,2.0,3.0,72.0,36.0,22.0,10.0,9.0,6.0,12.0,86.0,458.0,85.0,458.0
737,20,Miami Masters,NASDAQ-100 Open,20030320,Masters,Outdoor,Hard,1st Round,3,Saretta F.,Martin A.,83.0,65.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2.1,1.667,2.15,1.67,1.8,1.7,2.0,1.727,1.8,1.7,2003-403,Miami Masters,Hard,96.0,M,20030317.0,28.0,103581.0,,LL,Flavio Saretta,R,183.0,BRA,22.7,103252.0,,,Alberto Martin,R,175.0,ESP,24.5,6-3 6-1,3.0,R128,62.0,0.0,3.0,44.0,22.0,18.0,15.0,8.0,0.0,0.0,2.0,3.0,47.0,24.0,17.0,8.0,8.0,3.0,7.0,83.0,485.0,65.0,633.0
738,20,Miami Masters,NASDAQ-100 Open,20030320,Masters,Outdoor,Hard,1st Round,3,Saulnier C.,Ljubicic I.,128.0,52.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.75,1.4,2.85,1.4,2.5,1.35,2.5,1.5,2.7,1.33,2003-403,Miami Masters,Hard,96.0,M,20030317.0,16.0,102642.0,,Q,Cyril Saulnier,R,190.0,FRA,27.5,103344.0,,,Ivan Ljubicic,R,193.0,CRO,23.9,7-6(4) 6-4,3.0,R128,91.0,7.0,3.0,73.0,46.0,34.0,17.0,11.0,3.0,5.0,14.0,4.0,73.0,39.0,27.0,18.0,11.0,4.0,7.0,128.0,291.0,52.0,725.0
739,20,Miami Masters,NASDAQ-100 Open,20030320,Masters,Outdoor,Hard,1st Round,3,Spadea V.,Rochus C.,43.0,133.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.364,3.0,1.3,3.4,1.3,2.7,1.286,3.25,1.23,3.2,2003-403,Miami Masters,Hard,96.0,M,20030317.0,8.0,102434.0,,,Vincent Spadea,R,183.0,USA,28.6,103294.0,,Q,Christophe Rochus,R,170.0,BEL,24.2,6-3 6-4,3.0,R128,72.0,4.0,4.0,63.0,30.0,24.0,15.0,10.0,2.0,4.0,2.0,1.0,54.0,31.0,16.0,14.0,9.0,2.0,6.0,43.0,880.0,133.0,278.0
740,20,Miami Masters,NASDAQ-100 Open,20030320,Masters,Outdoor,Hard,1st Round,3,Squillari F.,Ancic M.,84.0,75.0,6.0,7.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,2.0,1.727,2.0,1.75,2.0,1.55,2.1,1.667,1.9,1.65,2003-403,Miami Masters,Hard,96.0,M,20030317.0,22.0,102644.0,,,Franco Squillari,L,183.0,ARG,27.5,104339.0,,,Mario Ancic,R,196.0,CRO,18.9,6-7(5) 7-6(4) 6-4,3.0,R128,186.0,4.0,10.0,117.0,60.0,47.0,28.0,17.0,6.0,9.0,13.0,8.0,131.0,75.0,54.0,24.0,17.0,5.0,9.0,84.0,474.0,75.0,539.0
741,20,Miami Masters,NASDAQ-100 Open,20030320,Masters,Outdoor,Hard,1st Round,3,Verdasco F.,Kucera K.,160.0,48.0,6.0,2.0,4.0,0.0,,,,,,,1.0,0.0,Retired,4.5,1.167,,,3.8,1.15,4.5,1.167,3.3,1.22,2003-403,Miami Masters,Hard,96.0,M,20030317.0,7.0,104269.0,,Q,Fernando Verdasco,L,188.0,ESP,19.3,102344.0,,,Karol Kucera,R,188.0,SVK,29.0,6-2 4-0 RET,3.0,R128,55.0,0.0,1.0,32.0,22.0,18.0,6.0,6.0,0.0,0.0,0.0,7.0,41.0,17.0,9.0,10.0,6.0,3.0,7.0,160.0,235.0,48.0,768.0
742,20,Miami Masters,NASDAQ-100 Open,20030320,Masters,Outdoor,Hard,1st Round,3,Verkerk M.,Sargsian S.,69.0,79.0,5.0,7.0,7.0,5.0,7.0,6.0,,,,,2.0,1.0,Completed,2.0,1.727,2.15,1.67,1.85,1.65,2.0,1.727,1.98,1.57,2003-403,Miami Masters,Hard,96.0,M,20030317.0,23.0,103280.0,,,Martin Verkerk,R,196.0,NED,24.3,102227.0,,,Sargis Sargsian,R,180.0,ARM,29.7,5-7 7-5 7-6(1),3.0,R128,157.0,23.0,13.0,111.0,68.0,51.0,19.0,18.0,6.0,10.0,5.0,7.0,121.0,69.0,48.0,24.0,18.0,9.0,13.0,69.0,609.0,79.0,528.0
