,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,IWW,IWL,SBW,SBL,B&WW,B&WL,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2591,59,Tokyo,Japan Open,20030310,International Gold,Outdoor,Hard,Quarterfinals,3,Srichaphan P.,Lee H.T.,11.0,59.0,4.0,6.0,7.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.364,3.0,1.33,3.15,1.4,2.3,1.286,3.25,,,2003-329,Tokyo,Hard,48.0,A,20030929.0,43.0,103387.0,3.0,,Paradorn Srichaphan,R,185.0,THA,24.2,102703.0,7.0,,Hyung Taik Lee,R,180.0,KOR,27.7,4-6 7-6(5) 6-3,3.0,QF,142.0,6.0,2.0,86.0,52.0,39.0,22.0,15.0,0.0,2.0,2.0,3.0,109.0,56.0,42.0,27.0,16.0,7.0,10.0,11.0,1845.0,59.0,636.0
2592,59,Tokyo,Japan Open,20030310,International Gold,Outdoor,Hard,Quarterfinals,3,Saulnier C.,Philippoussis M.,102.0,14.0,5.0,2.0,,,,,,,,,0.0,0.0,Retired,4.333,1.2,3.35,1.3,3.0,1.25,3.5,1.25,,,2003-329,Tokyo,Hard,48.0,A,20030929.0,42.0,102642.0,,,Cyril Saulnier,R,190.0,FRA,28.1,102882.0,5.0,,Mark Philippoussis,R,196.0,AUS,26.8,5-2 RET,3.0,QF,31.0,0.0,0.0,19.0,12.0,10.0,4.0,3.0,0.0,0.0,1.0,2.0,27.0,16.0,9.0,5.0,4.0,1.0,3.0,102.0,378.0,14.0,1555.0
2593,59,Tokyo,Japan Open,20030310,International Gold,Outdoor,Hard,Quarterfinals,3,Grosjean S.,Gambill J.M.,10.0,62.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.42,2.75,1.4,2.3,1.364,2.875,,,2003-329,Tokyo,Hard,48.0,A,20030929.0,44.0,103206.0,2.0,,Sebastien Grosjean,R,175.0,FRA,25.3,102998.0,8.0,,Jan Michael Gambill,R,190.0,USA,26.3,6-3 7-6(4),3.0,QF,96.0,14.0,0.0,64.0,38.0,32.0,17.0,11.0,0.0,1.0,9.0,0.0,73.0,40.0,32.0,13.0,10.0,5.0,7.0,10.0,1850.0,62.0,615.0
2594,59,Tokyo,Japan Open,20030410,International Gold,Outdoor,Hard,Semifinals,3,Schuettler R.,Saulnier C.,8.0,102.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.222,4.0,1.2,4.25,1.2,3.3,1.25,3.5,,,2003-329,Tokyo,Hard,48.0,A,20030929.0,45.0,102783.0,1.0,,Rainer Schuettler,R,180.0,GER,27.4,102642.0,,,Cyril Saulnier,R,190.0,FRA,28.1,6-3 6-2,3.0,SF,76.0,5.0,0.0,52.0,40.0,33.0,7.0,9.0,5.0,5.0,3.0,4.0,71.0,42.0,24.0,13.0,8.0,4.0,7.0,8.0,2495.0,102.0,378.0
2595,59,Tokyo,Japan Open,20030410,International Gold,Outdoor,Hard,Semifinals,3,Grosjean S.,Srichaphan P.,10.0,11.0,4.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,1.833,1.833,1.8,1.95,1.75,1.75,1.833,1.833,,,2003-329,Tokyo,Hard,48.0,A,20030929.0,46.0,103206.0,2.0,,Sebastien Grosjean,R,175.0,FRA,25.3,103387.0,3.0,,Paradorn Srichaphan,R,185.0,THA,24.2,4-6 6-3 6-4,3.0,SF,122.0,7.0,4.0,102.0,50.0,40.0,30.0,15.0,6.0,7.0,8.0,3.0,77.0,48.0,39.0,14.0,14.0,5.0,7.0,10.0,1850.0,11.0,1845.0
2596,59,Tokyo,Japan Open,20030510,International Gold,Outdoor,Hard,The Final,3,Schuettler R.,Grosjean S.,8.0,10.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.727,2.0,1.83,1.92,1.6,1.9,1.667,2.1,,,2003-329,Tokyo,Hard,48.0,A,20030929.0,47.0,102783.0,1.0,,Rainer Schuettler,R,180.0,GER,27.4,103206.0,2.0,,Sebastien Grosjean,R,175.0,FRA,25.3,7-6(5) 6-2,3.0,F,88.0,4.0,2.0,66.0,44.0,36.0,10.0,10.0,4.0,5.0,7.0,0.0,70.0,43.0,29.0,12.0,10.0,2.0,5.0,8.0,2495.0,10.0,1850.0
2597,60,Lyon,Grand Prix de Lyon,20030610,International,Indoor,Carpet,1st Round,3,Youzhny M.,Mantilla F.,36.0,20.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.364,3.0,1.32,3.25,1.25,3.0,1.364,2.875,,,2003-375,Lyon,Carpet,32.0,A,20031006.0,5.0,104022.0,,,Mikhail Youzhny,R,183.0,RUS,21.2,102456.0,4.0,,Felix Mantilla,R,180.0,ESP,29.0,6-3 7-6(2),3.0,R32,87.0,6.0,5.0,66.0,31.0,24.0,18.0,10.0,1.0,4.0,3.0,1.0,74.0,43.0,27.0,11.0,11.0,3.0,8.0,36.0,1000.0,20.0,1240.0
2598,60,Lyon,Grand Prix de Lyon,20030610,International,Indoor,Carpet,1st Round,3,Hrbaty D.,Nadal R.,62.0,47.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,,,2.08,1.7,1.9,1.6,2.1,1.667,,,2003-375,Lyon,Carpet,32.0,A,20031006.0,6.0,103103.0,,,Dominik Hrbaty,R,183.0,SVK,25.7,104745.0,,,Rafael Nadal,L,185.0,ESP,17.3,6-3 7-5,3.0,R32,77.0,4.0,4.0,55.0,30.0,25.0,14.0,11.0,1.0,3.0,2.0,7.0,72.0,52.0,31.0,7.0,10.0,4.0,8.0,62.0,626.0,47.0,800.0
2599,60,Lyon,Grand Prix de Lyon,20030610,International,Indoor,Carpet,1st Round,3,Rochus O.,Ascione T.,52.0,106.0,3.0,6.0,7.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.4,2.75,1.42,2.75,1.4,2.3,1.444,2.625,,,2003-375,Lyon,Carpet,32.0,A,20031006.0,11.0,103694.0,,,Olivier Rochus,R,168.0,BEL,22.7,103693.0,,WC,Thierry Ascione,R,188.0,FRA,22.7,3-6 7-6(4) 6-3,3.0,R32,126.0,3.0,3.0,96.0,67.0,44.0,14.0,14.0,4.0,8.0,11.0,7.0,107.0,64.0,43.0,19.0,16.0,3.0,8.0,52.0,731.0,106.0,365.0
2600,60,Lyon,Grand Prix de Lyon,20030610,International,Indoor,Carpet,1st Round,3,Ljubicic I.,Lapentti N.,43.0,53.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.5,2.5,1.48,2.55,1.45,2.2,1.533,2.375,,,2003-375,Lyon,Carpet,32.0,A,20031006.0,2.0,103344.0,,,Ivan Ljubicic,R,193.0,CRO,24.5,102839.0,,,Nicolas Lapentti,R,188.0,ECU,27.1,6-2 7-6(3),3.0,R32,91.0,16.0,2.0,63.0,40.0,32.0,13.0,10.0,3.0,4.0,2.0,4.0,74.0,42.0,27.0,13.0,10.0,4.0,7.0,43.0,865.0,53.0,685.0
2601,60,Lyon,Grand Prix de Lyon,20030710,International,Indoor,Carpet,1st Round,3,Ginepri R.,Sluiter R.,35.0,59.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.615,2.2,1.7,2.1,1.65,1.85,1.615,2.2,,,2003-375,Lyon,Carpet,32.0,A,20031006.0,7.0,104068.0,,,Robby Ginepri,R,183.0,USA,20.9,103171.0,,,Raemon Sluiter,R,185.0,NED,25.4,7-6(5) 6-3,3.0,R32,73.0,10.0,3.0,60.0,32.0,26.0,14.0,10.0,2.0,4.0,9.0,5.0,86.0,51.0,33.0,15.0,11.0,7.0,11.0,35.0,1000.0,59.0,645.0
2602,60,Lyon,Grand Prix de Lyon,20030710,International,Indoor,Carpet,1st Round,3,Enqvist T.,Ferreira W.,163.0,26.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.1,1.667,2.3,1.58,2.0,1.55,2.375,1.533,,,2003-375,Lyon,Carpet,32.0,A,20031006.0,4.0,102358.0,,Q,Thomas Enqvist,R,190.0,SWE,29.5,101965.0,6.0,,Wayne Ferreira,R,185.0,RSA,32.0,7-6(7) 7-6(3),3.0,R32,111.0,11.0,4.0,88.0,52.0,41.0,21.0,12.0,3.0,4.0,14.0,4.0,113.0,66.0,46.0,23.0,12.0,9.0,10.0,163.0,233.0,26.0,1085.0
2603,60,Lyon,Grand Prix de Lyon,20030710,International,Indoor,Carpet,1st Round,3,Arazi H.,Stepanek R.,63.0,44.0,6.0,7.0,7.0,5.0,7.0,6.0,,,,,2.0,1.0,Completed,,,1.75,2.0,1.75,1.75,1.72,2.0,,,2003-375,Lyon,Carpet,32.0,A,20031006.0,15.0,102271.0,,Q,Hicham Arazi,L,175.0,MAR,29.9,103285.0,,,Radek Stepanek,R,185.0,CZE,24.8,6-7(7) 7-5 7-6(5),3.0,R32,167.0,6.0,1.0,120.0,78.0,58.0,24.0,18.0,5.0,7.0,11.0,6.0,128.0,79.0,62.0,19.0,18.0,10.0,13.0,63.0,591.0,44.0,855.0
2604,60,Lyon,Grand Prix de Lyon,20030710,International,Indoor,Carpet,1st Round,3,Vicente F.,Kafelnikov Y.,68.0,39.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,4.5,1.167,,,4.5,1.1,5.0,1.14,,,2003-375,Lyon,Carpet,32.0,A,20031006.0,13.0,102950.0,,,Fernando Vicente,R,180.0,ESP,26.5,102338.0,8.0,,Yevgeny Kafelnikov,R,190.0,RUS,29.6,6-2 6-3,3.0,R32,66.0,4.0,2.0,50.0,24.0,20.0,12.0,8.0,2.0,3.0,1.0,3.0,65.0,31.0,17.0,14.0,9.0,6.0,11.0,68.0,540.0,39.0,950.0
2605,60,Lyon,Grand Prix de Lyon,20030710,International,Indoor,Carpet,1st Round,3,Santoro F.,Safin M.,50.0,32.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.667,2.1,1.65,2.15,1.75,1.75,1.615,2.2,,,2003-375,Lyon,Carpet,32.0,A,20031006.0,9.0,102148.0,,,Fabrice Santoro,R,178.0,FRA,30.8,103498.0,7.0,,Marat Safin,R,193.0,RUS,23.6,6-1 6-4,3.0,R32,64.0,2.0,0.0,44.0,20.0,20.0,15.0,9.0,0.0,1.0,4.0,0.0,46.0,29.0,17.0,7.0,8.0,1.0,5.0,50.0,758.0,32.0,1015.0
2606,60,Lyon,Grand Prix de Lyon,20030710,International,Indoor,Carpet,1st Round,3,Rosset M.,Corretja A.,120.0,129.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,,,1.33,3.15,1.3,2.7,,,,,2003-375,Lyon,Carpet,32.0,A,20031006.0,10.0,101820.0,,Q,Marc Rosset,R,201.0,SUI,32.9,102374.0,,WC,Alex Corretja,R,180.0,ESP,29.4,7-6(3) 7-6(5),3.0,R32,123.0,26.0,4.0,84.0,47.0,41.0,23.0,12.0,3.0,3.0,5.0,5.0,81.0,45.0,35.0,22.0,12.0,3.0,3.0,120.0,325.0,129.0,290.0
2607,60,Lyon,Grand Prix de Lyon,20030810,International,Indoor,Carpet,1st Round,3,Srichaphan P.,Sanchez D.,11.0,51.0,6.0,1.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.1,6.0,1.08,6.75,1.05,5.0,1.063,7.0,,,2003-375,Lyon,Carpet,32.0,A,20031006.0,12.0,103387.0,3.0,,Paradorn Srichaphan,R,185.0,THA,24.3,103176.0,,,David Sanchez,R,183.0,ESP,25.4,6-1 6-1,3.0,R32,40.0,2.0,6.0,35.0,16.0,14.0,11.0,7.0,1.0,2.0,0.0,2.0,39.0,19.0,9.0,3.0,7.0,2.0,8.0,11.0,1845.0,51.0,736.0
2608,60,Lyon,Grand Prix de Lyon,20030810,International,Indoor,Carpet,1st Round,3,Schuettler R.,Mathieu P.H.,6.0,55.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.571,2.25,1.63,2.2,1.6,1.9,1.615,2.2,,,2003-375,Lyon,Carpet,32.0,A,20031006.0,1.0,102783.0,1.0,,Rainer Schuettler,R,180.0,GER,27.4,103908.0,,,Paul Henri Mathieu,R,185.0,FRA,21.7,6-2 6-2,3.0,R32,68.0,3.0,3.0,44.0,29.0,22.0,10.0,8.0,0.0,0.0,1.0,2.0,53.0,20.0,13.0,13.0,8.0,2.0,6.0,6.0,2685.0,55.0,661.0
2609,60,Lyon,Grand Prix de Lyon,20030810,International,Indoor,Carpet,1st Round,3,Malisse X.,Pavel A.,60.0,109.0,5.0,7.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,1.727,2.0,1.85,1.9,1.85,1.65,1.727,2.0,,,2003-375,Lyon,Carpet,32.0,A,20031006.0,3.0,103598.0,,Q,Xavier Malisse,R,185.0,BEL,23.2,102318.0,,,Andrei Pavel,R,183.0,ROU,29.6,5-7 6-3 6-4,3.0,R32,108.0,11.0,3.0,90.0,52.0,45.0,22.0,16.0,1.0,2.0,8.0,4.0,94.0,52.0,40.0,22.0,15.0,1.0,3.0,60.0,640.0,109.0,360.0
2610,60,Lyon,Grand Prix de Lyon,20030810,International,Indoor,Carpet,1st Round,3,Mahut N.,Grosjean S.,112.0,10.0,4.0,6.0,6.0,3.0,,,,,,,1.0,1.0,Retired,4.5,1.167,4.75,1.16,3.8,1.15,4.5,1.167,,,2003-375,Lyon,Carpet,32.0,A,20031006.0,16.0,103917.0,,WC,Nicolas Mahut,R,190.0,FRA,21.7,103206.0,2.0,,Sebastien Grosjean,R,175.0,FRA,25.3,4-6 6-3 RET,3.0,R32,74.0,9.0,4.0,53.0,28.0,22.0,15.0,9.0,2.0,3.0,6.0,2.0,56.0,28.0,24.0,12.0,10.0,1.0,3.0,112.0,346.0,10.0,1985.0
2611,60,Lyon,Grand Prix de Lyon,20030810,International,Indoor,Carpet,1st Round,3,Clement A.,Saretta F.,27.0,46.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.333,3.25,1.27,3.55,1.3,2.7,1.286,3.25,,,2003-375,Lyon,Carpet,32.0,A,20031006.0,14.0,103096.0,,,Arnaud Clement,R,173.0,FRA,25.8,103581.0,,,Flavio Saretta,R,183.0,BRA,23.2,6-3 6-4,3.0,R32,78.0,7.0,3.0,54.0,34.0,30.0,12.0,10.0,2.0,2.0,4.0,4.0,62.0,26.0,20.0,18.0,9.0,4.0,6.0,27.0,1080.0,46.0,813.0
2612,60,Lyon,Grand Prix de Lyon,20030810,International,Indoor,Carpet,1st Round,3,Saulnier C.,Fish M.,89.0,24.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.5,1.5,2.3,1.58,2.2,1.45,2.5,1.5,,,2003-375,Lyon,Carpet,32.0,A,20031006.0,8.0,102642.0,,,Cyril Saulnier,R,190.0,FRA,28.1,103888.0,5.0,,Mardy Fish,R,188.0,USA,21.8,7-5 6-3,3.0,R32,76.0,14.0,9.0,68.0,41.0,35.0,13.0,11.0,1.0,1.0,9.0,2.0,61.0,40.0,31.0,9.0,10.0,3.0,5.0,89.0,418.0,24.0,1145.0
2613,60,Lyon,Grand Prix de Lyon,20030810,International,Indoor,Carpet,2nd Round,3,Youzhny M.,Hrbaty D.,36.0,62.0,1.0,6.0,7.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.8,1.909,1.87,1.87,1.75,1.75,1.833,1.833,,,2003-375,Lyon,Carpet,32.0,A,20031006.0,19.0,104022.0,,,Mikhail Youzhny,R,183.0,RUS,21.2,103103.0,,,Dominik Hrbaty,R,183.0,SVK,25.7,1-6 7-6(1) 6-2,3.0,R16,106.0,6.0,4.0,89.0,49.0,39.0,18.0,13.0,7.0,10.0,7.0,6.0,97.0,51.0,39.0,19.0,14.0,7.0,10.0,36.0,1000.0,62.0,626.0
2614,60,Lyon,Grand Prix de Lyon,20030910,International,Indoor,Carpet,2nd Round,3,Srichaphan P.,Rochus O.,11.0,52.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.167,4.5,1.22,4.0,1.2,3.3,1.286,3.25,,,2003-375,Lyon,Carpet,32.0,A,20031006.0,22.0,103387.0,3.0,,Paradorn Srichaphan,R,185.0,THA,24.3,103694.0,,,Olivier Rochus,R,168.0,BEL,22.7,6-3 6-2,3.0,R16,62.0,5.0,3.0,60.0,31.0,25.0,15.0,9.0,3.0,4.0,1.0,2.0,49.0,34.0,19.0,4.0,8.0,4.0,8.0,11.0,1845.0,52.0,731.0
2615,60,Lyon,Grand Prix de Lyon,20030910,International,Indoor,Carpet,2nd Round,3,Schuettler R.,Ljubicic I.,6.0,43.0,4.0,6.0,7.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed,1.4,2.75,1.5,2.5,1.35,2.5,1.444,2.625,,,2003-375,Lyon,Carpet,32.0,A,20031006.0,17.0,102783.0,1.0,,Rainer Schuettler,R,180.0,GER,27.4,103344.0,,,Ivan Ljubicic,R,193.0,CRO,24.5,4-6 7-6(2) 7-5,3.0,R16,143.0,6.0,3.0,113.0,72.0,52.0,24.0,17.0,8.0,10.0,18.0,3.0,95.0,48.0,39.0,28.0,17.0,1.0,3.0,6.0,2685.0,43.0,865.0
2616,60,Lyon,Grand Prix de Lyon,20030910,International,Indoor,Carpet,2nd Round,3,Ginepri R.,Saulnier C.,35.0,89.0,4.0,6.0,6.0,3.0,6.0,3.0,,,,,2.0,1.0,Completed,1.727,2.0,1.7,2.1,1.6,1.9,1.727,2.0,,,2003-375,Lyon,Carpet,32.0,A,20031006.0,20.0,104068.0,,,Robby Ginepri,R,183.0,USA,20.9,102642.0,,,Cyril Saulnier,R,190.0,FRA,28.1,4-6 6-3 6-4,3.0,R16,102.0,13.0,6.0,95.0,49.0,39.0,26.0,15.0,3.0,4.0,10.0,5.0,82.0,43.0,32.0,21.0,14.0,3.0,5.0,35.0,1000.0,89.0,418.0
2617,60,Lyon,Grand Prix de Lyon,20030910,International,Indoor,Carpet,2nd Round,3,Arazi H.,Mahut N.,63.0,112.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.5,2.5,1.53,2.45,1.5,2.1,1.571,2.25,,,2003-375,Lyon,Carpet,32.0,A,20031006.0,24.0,102271.0,,Q,Hicham Arazi,L,175.0,MAR,29.9,103917.0,,WC,Nicolas Mahut,R,190.0,FRA,21.7,6-2 6-4,3.0,R16,64.0,2.0,0.0,47.0,30.0,26.0,11.0,9.0,1.0,1.0,2.0,3.0,55.0,32.0,21.0,10.0,9.0,4.0,7.0,63.0,591.0,112.0,346.0
2618,60,Lyon,Grand Prix de Lyon,20030910,International,Indoor,Carpet,2nd Round,3,Clement A.,Vicente F.,27.0,68.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.182,4.333,1.16,4.75,1.15,3.8,1.182,4.333,,,2003-375,Lyon,Carpet,32.0,A,20031006.0,23.0,103096.0,,,Arnaud Clement,R,173.0,FRA,25.8,102950.0,,,Fernando Vicente,R,180.0,ESP,26.5,6-1 6-4,3.0,R16,76.0,5.0,3.0,54.0,30.0,26.0,9.0,9.0,2.0,4.0,1.0,3.0,57.0,34.0,19.0,8.0,8.0,4.0,9.0,27.0,1080.0,68.0,540.0
2619,60,Lyon,Grand Prix de Lyon,20030910,International,Indoor,Carpet,2nd Round,3,Santoro F.,Rosset M.,50.0,120.0,6.0,3.0,5.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,1.667,2.1,1.6,2.25,1.55,2.0,1.615,2.2,,,2003-375,Lyon,Carpet,32.0,A,20031006.0,21.0,102148.0,,,Fabrice Santoro,R,178.0,FRA,30.8,101820.0,,Q,Marc Rosset,R,201.0,SUI,32.9,6-3 5-7 6-4,3.0,R16,133.0,10.0,3.0,95.0,59.0,44.0,20.0,16.0,4.0,6.0,24.0,14.0,96.0,54.0,44.0,18.0,15.0,5.0,8.0,50.0,758.0,120.0,325.0
2620,60,Lyon,Grand Prix de Lyon,20030910,International,Indoor,Carpet,2nd Round,3,Malisse X.,Enqvist T.,60.0,163.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.667,2.1,1.67,2.15,1.6,1.9,1.7,2.05,,,2003-375,Lyon,Carpet,32.0,A,20031006.0,18.0,103598.0,,Q,Xavier Malisse,R,185.0,BEL,23.2,102358.0,,Q,Thomas Enqvist,R,190.0,SWE,29.5,6-3 6-4,3.0,R16,79.0,5.0,4.0,51.0,28.0,18.0,15.0,9.0,1.0,3.0,5.0,10.0,75.0,26.0,17.0,20.0,10.0,3.0,8.0,60.0,640.0,163.0,233.0
2621,60,Lyon,Grand Prix de Lyon,20031010,International,Indoor,Carpet,Quarterfinals,3,Youzhny M.,Ginepri R.,36.0,35.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.2,1.615,2.1,1.7,2.1,1.5,2.1,1.667,,,2003-375,Lyon,Carpet,32.0,A,20031006.0,26.0,104022.0,,,Mikhail Youzhny,R,183.0,RUS,21.2,104068.0,,,Robby Ginepri,R,183.0,USA,20.9,7-6(3) 6-2,3.0,QF,86.0,2.0,3.0,72.0,38.0,32.0,16.0,10.0,5.0,6.0,2.0,2.0,76.0,42.0,26.0,15.0,10.0,7.0,10.0,36.0,1000.0,35.0,1000.0
2622,60,Lyon,Grand Prix de Lyon,20031010,International,Indoor,Carpet,Quarterfinals,3,Schuettler R.,Malisse X.,6.0,60.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.41,2.8,1.35,2.5,1.333,3.0,,,2003-375,Lyon,Carpet,32.0,A,20031006.0,25.0,102783.0,1.0,,Rainer Schuettler,R,180.0,GER,27.4,103598.0,,Q,Xavier Malisse,R,185.0,BEL,23.2,7-6(2) 6-4,3.0,QF,95.0,4.0,2.0,61.0,35.0,23.0,19.0,11.0,1.0,4.0,1.0,1.0,76.0,46.0,27.0,15.0,11.0,6.0,10.0,6.0,2685.0,60.0,640.0
2623,60,Lyon,Grand Prix de Lyon,20031010,International,Indoor,Carpet,Quarterfinals,3,Srichaphan P.,Santoro F.,11.0,50.0,1.0,6.0,6.0,3.0,7.0,6.0,,,,,2.0,1.0,Completed,1.286,3.5,1.25,3.75,1.3,2.7,1.286,3.25,,,2003-375,Lyon,Carpet,32.0,A,20031006.0,27.0,103387.0,3.0,,Paradorn Srichaphan,R,185.0,THA,24.3,102148.0,,,Fabrice Santoro,R,178.0,FRA,30.8,1-6 6-3 7-6(4),3.0,QF,137.0,5.0,4.0,90.0,44.0,33.0,23.0,14.0,4.0,8.0,1.0,0.0,110.0,71.0,48.0,16.0,14.0,3.0,6.0,11.0,1845.0,50.0,758.0
2624,60,Lyon,Grand Prix de Lyon,20031010,International,Indoor,Carpet,Quarterfinals,3,Clement A.,Arazi H.,27.0,63.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.41,2.8,1.35,2.5,1.364,2.875,,,2003-375,Lyon,Carpet,32.0,A,20031006.0,28.0,103096.0,,,Arnaud Clement,R,173.0,FRA,25.8,102271.0,,Q,Hicham Arazi,L,175.0,MAR,29.9,6-3 6-4,3.0,QF,90.0,6.0,2.0,79.0,50.0,38.0,14.0,10.0,5.0,5.0,1.0,0.0,51.0,31.0,19.0,12.0,9.0,0.0,2.0,27.0,1080.0,63.0,591.0
2625,60,Lyon,Grand Prix de Lyon,20031110,International,Indoor,Carpet,Semifinals,3,Schuettler R.,Youzhny M.,6.0,36.0,6.0,3.0,3.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed,1.333,3.25,1.33,3.25,1.25,3.0,1.333,3.0,,,2003-375,Lyon,Carpet,32.0,A,20031006.0,29.0,102783.0,1.0,,Rainer Schuettler,R,180.0,GER,27.4,104022.0,,,Mikhail Youzhny,R,183.0,RUS,21.2,6-3 3-6 7-5,3.0,SF,141.0,1.0,4.0,100.0,60.0,32.0,18.0,15.0,12.0,20.0,4.0,3.0,102.0,54.0,29.0,20.0,15.0,7.0,16.0,6.0,2685.0,36.0,1000.0
2626,60,Lyon,Grand Prix de Lyon,20031110,International,Indoor,Carpet,Semifinals,3,Clement A.,Srichaphan P.,27.0,11.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.1,1.667,2.05,1.72,1.75,1.75,2.05,1.7,,,2003-375,Lyon,Carpet,32.0,A,20031006.0,30.0,103096.0,,,Arnaud Clement,R,173.0,FRA,25.8,103387.0,3.0,,Paradorn Srichaphan,R,185.0,THA,24.3,6-2 6-3,3.0,SF,69.0,2.0,2.0,42.0,29.0,27.0,6.0,8.0,0.0,0.0,5.0,5.0,66.0,35.0,21.0,12.0,9.0,7.0,11.0,27.0,1080.0,11.0,1845.0
2627,60,Lyon,Grand Prix de Lyon,20031210,International,Indoor,Carpet,The Final,3,Schuettler R.,Clement A.,6.0,27.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.727,2.0,1.85,1.9,1.75,1.75,,,,,2003-375,Lyon,Carpet,32.0,A,20031006.0,31.0,102783.0,1.0,,Rainer Schuettler,R,180.0,GER,27.4,103096.0,,,Arnaud Clement,R,173.0,FRA,25.8,7-5 6-3,3.0,F,111.0,6.0,2.0,64.0,34.0,22.0,19.0,11.0,2.0,4.0,3.0,2.0,67.0,37.0,22.0,15.0,10.0,6.0,10.0,6.0,2685.0,27.0,1080.0
2628,61,Vienna,CA Tennis Trophy,20030610,International Gold,Indoor,Hard,1st Round,3,Nieminen J.,Kucera K.,30.0,33.0,7.0,6.0,6.0,0.0,,,,,,,2.0,0.0,Completed,2.0,1.727,1.68,2.12,1.55,2.0,1.727,2.0,,,2003-337,Vienna,Hard,32.0,A,20031006.0,3.0,103813.0,,,Jarkko Nieminen,L,185.0,FIN,22.2,102344.0,,,Karol Kucera,R,188.0,SVK,29.5,7-6(4) 6-0,3.0,R32,80.0,2.0,1.0,58.0,40.0,26.0,10.0,9.0,1.0,3.0,4.0,5.0,63.0,28.0,19.0,12.0,9.0,4.0,9.0,30.0,1030.0,33.0,1008.0
2629,61,Vienna,CA Tennis Trophy,20030610,International Gold,Indoor,Hard,1st Round,3,Schalken S.,Waske A.,14.0,128.0,4.0,6.0,6.0,1.0,6.0,2.0,,,,,2.0,1.0,Completed,1.2,4.0,1.2,4.25,1.25,3.0,,,,,2003-337,Vienna,Hard,32.0,A,20031006.0,12.0,102854.0,4.0,,Sjeng Schalken,R,193.0,NED,27.0,102565.0,,Q,Alexander Waske,R,188.0,GER,28.5,4-6 6-1 6-2,3.0,R32,106.0,1.0,2.0,71.0,55.0,39.0,10.0,13.0,1.0,3.0,6.0,4.0,78.0,41.0,25.0,18.0,12.0,4.0,9.0,14.0,1515.0,128.0,296.0
